City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
518,Micheweni,TZ,-4.9667,39.8333,76.82,78,79,12.84,broken clouds,2022-06-13 00:52:29
519,Catio,GW,11.2833,-15.25,79.54,76,100,5.03,overcast clouds,2022-06-13 00:52:29
520,Salta,AR,-24.7859,-65.4117,47.57,83,0,3.44,clear sky,2022-06-13 00:52:30
521,Tulcea,RO,45.1667,28.8,68.04,73,29,13.8,scattered clouds,2022-06-13 00:52:30
522,Tsagan Aman,RU,47.5639,46.7218,70.21,54,1,14.2,clear sky,2022-06-13 00:52:30
523,Lompoc,US,34.6391,-120.4579,82.54,70,75,21.0,broken clouds,2022-06-13 00:49:44
524,Grand-Lahou,CI,5.1367,-5.0242,77.41,76,74,7.29,broken clouds,2022-06-13 00:52:31
525,Catamarca,AR,-28.4696,-65.7852,57.58,60,0,8.3,clear sky,2022-06-13 00:50:42
526,Bowen,AU,-20.0167,148.2333,65.03,45,0,4.36,clear sky,2022-06-13 00:52:31
527,Kangaatsiaq,GL,68.3065,-53.4641,33.31,77,100,25.21,overcast clouds,2022-06-13 00:52:31
528,Turukhansk,RU,65.8167,87.9833,64.18,74,99,11.54,overcast clouds,2022-06-13 00:52:32
529,Iskateley,RU,67.6803,53.1512,47.41,54,100,9.08,overcast clouds,2022-06-13 00:52:32
530,Artyom,AZ,40.4723,50.333,71.74,69,100,11.5,overcast clouds,2022-06-13 00:52:32
531,Chibombo,ZM,-14.6569,28.0706,50.58,76,0,5.06,clear sky,2022-06-13 00:52:33
532,Ilheus,BR,-14.7889,-39.0494,71.42,100,0,4.61,clear sky,2022-06-13 00:51:07
533,Partizanskoye,RU,55.5006,94.39,69.8,72,100,7.2,overcast clouds,2022-06-13 00:52:33
534,Garowe,SO,8.4054,48.4845,79.12,58,84,24.61,broken clouds,2022-06-13 00:52:33
535,Dolinsk,RU,47.35,142.8,51.12,84,94,5.01,overcast clouds,2022-06-13 00:52:34
536,Tabas,IR,33.5959,56.9244,82.62,23,55,4.61,broken clouds,2022-06-13 00:52:34
537,Padang,ID,-0.9492,100.3543,77.05,76,100,2.48,overcast clouds,2022-06-13 00:52:34
538,San Quintin,MX,30.4833,-115.95,68.83,76,3,12.68,clear sky,2022-06-13 00:52:35
539,Bela,IN,25.9333,81.9833,94.37,27,1,7.36,clear sky,2022-06-13 00:52:35
540,Sawtell,AU,-30.3833,153.1,62.62,42,42,11.5,scattered clouds,2022-06-13 00:52:35
541,Avera,US,33.194,-82.5271,87.85,53,97,6.17,overcast clouds,2022-06-13 00:52:35
542,Bakhmach,UA,51.1808,32.7569,57.67,94,0,6.96,clear sky,2022-06-13 00:52:36
543,Oistins,BB,13.0667,-59.5333,82.49,78,40,20.71,scattered clouds,2022-06-13 00:52:36
544,Killybegs,IE,54.6333,-8.45,52.84,88,100,14.45,overcast clouds,2022-06-13 00:52:36
545,Pahalgam,IN,34.0333,75.3333,55.8,68,19,3.49,few clouds,2022-06-13 00:52:37
546,Tarata,BO,-17.6167,-66.0167,54.82,62,0,4.7,clear sky,2022-06-13 00:52:37
547,Nacala,MZ,-14.5428,40.6728,66.18,93,53,9.01,light rain,2022-06-13 00:52:37
548,Bad Ischl,AT,47.7111,13.6189,63.39,69,32,5.79,scattered clouds,2022-06-13 00:52:37
549,Maharajganj,IN,27.1333,83.5667,88.05,57,0,12.53,clear sky,2022-06-13 00:52:38
550,Otradnoye,RU,59.7775,30.8181,53.65,92,83,4.27,broken clouds,2022-06-13 00:52:38
551,Solnechnyy,RU,50.7214,136.6319,75.4,41,11,8.12,few clouds,2022-06-13 00:52:38
552,Ararat,AM,39.8317,44.7049,61.14,86,46,3.56,scattered clouds,2022-06-13 00:52:39
553,Rio Grande,BR,-32.035,-52.0986,51.91,89,58,10.42,broken clouds,2022-06-13 00:52:39
554,Kiamba,PH,5.9894,124.6242,84.76,69,99,2.84,overcast clouds,2022-06-13 00:52:39
555,Tezu,IN,27.9167,96.1667,74.84,97,97,1.9,overcast clouds,2022-06-13 00:52:39
556,Bouar,CF,5.934,15.596,62.6,97,100,3.29,overcast clouds,2022-06-13 00:52:40
557,Shamary,RU,57.3434,58.2199,47.43,98,100,4.34,overcast clouds,2022-06-13 00:52:40
558,Coolum Beach,AU,-26.5333,153.1,68.34,65,10,6.91,clear sky,2022-06-13 00:52:40
559,Kalabo,ZM,-14.97,22.6814,52.11,58,0,5.59,clear sky,2022-06-13 00:52:41
560,Bulungu,CD,-4.55,18.6,70.54,55,94,2.86,overcast clouds,2022-06-13 00:52:41
561,Nioki,CD,-2.7167,17.6833,74.61,52,92,2.93,overcast clouds,2022-06-13 00:52:41
562,Kilindoni,TZ,-7.9139,39.6668,78.08,73,84,17.54,light rain,2022-06-13 00:52:41
563,Santa Maria Del Oro,MX,25.9333,-105.3667,88.21,19,2,16.28,clear sky,2022-06-13 00:52:42
564,Suleja,NG,9.1758,7.1808,76.19,81,32,1.52,scattered clouds,2022-06-13 00:52:42
565,Hailey,US,43.5196,-114.3153,58.87,72,75,5.75,broken clouds,2022-06-13 00:52:42
566,Margate,GB,51.3813,1.3862,58.69,65,21,5.01,few clouds,2022-06-13 00:48:09
567,Sale,MA,34.0389,-6.8166,72.28,94,40,3.44,scattered clouds,2022-06-13 00:52:43
568,Xuddur,SO,4.1213,43.8894,69.67,81,94,16.91,overcast clouds,2022-06-13 00:52:43
569,Galle,LK,6.0367,80.217,80.17,84,99,11.86,moderate rain,2022-06-13 00:51:09
570,Torbay,CA,47.6666,-52.7314,56.75,83,40,9.22,scattered clouds,2022-06-13 00:52:43
571,Meadow Lake,US,34.8014,-106.5436,94.68,16,100,9.8,overcast clouds,2022-06-13 00:52:44
572,Sosnovo-Ozerskoye,RU,52.5249,111.5418,63.01,49,35,0.76,scattered clouds,2022-06-13 00:52:44
573,Kidal,ML,18.4411,1.4078,88.05,27,52,9.62,broken clouds,2022-06-13 00:52:44
574,Fiumicino,IT,41.7675,12.2291,73.76,50,0,3.44,clear sky,2022-06-13 00:52:45
575,Zyryanka,RU,65.75,150.85,66.85,40,7,6.8,clear sky,2022-06-13 00:52:45
576,Eyrarbakki,IS,63.863,-21.1481,48.25,95,100,12.91,overcast clouds,2022-06-13 00:52:45
577,Boende,CD,-0.2167,20.8667,72.66,84,100,0.56,overcast clouds,2022-06-13 00:52:45
578,Mizan Teferi,ET,6.9833,35.5833,61.05,93,57,3.06,broken clouds,2022-06-13 00:52:46
579,Champerico,GT,14.3,-91.9167,77.54,81,79,6.85,broken clouds,2022-06-13 00:52:46
580,Vestmannaeyjar,IS,63.4427,-20.2734,47.53,95,100,15.57,overcast clouds,2022-06-13 00:52:46
581,Severo-Kurilsk,RU,50.6789,156.125,45.28,84,48,10.38,scattered clouds,2022-06-13 00:52:47
582,Kharan,PK,28.5833,65.4167,82.62,38,36,7.11,scattered clouds,2022-06-13 00:52:47
583,Montmagny,FR,48.9734,2.3469,58.01,75,0,4.61,clear sky,2022-06-13 00:52:47
584,Strathmore,CA,51.0501,-113.3852,63.81,55,100,16.11,heavy intensity rain,2022-06-13 00:52:47
585,Krasne,UA,49.9145,24.6134,56.23,86,2,1.14,clear sky,2022-06-13 00:52:48
586,Katsuura,JP,35.1333,140.3,70.3,56,100,6.4,overcast clouds,2022-06-13 00:52:48
587,Port Lincoln,AU,-34.7333,135.8667,55.36,69,56,12.21,broken clouds,2022-06-13 00:51:11
588,Yuncheng,CN,35.0231,110.9928,80.02,43,0,7.56,clear sky,2022-06-13 00:52:48
589,Necochea,AR,-38.5473,-58.7368,48.72,59,18,9.53,few clouds,2022-06-13 00:52:49
590,Kikugawa,JP,34.7563,138.0874,74.59,49,75,5.75,broken clouds,2022-06-13 00:52:49
591,Opuwo,NA,-18.0607,13.84,53.74,57,0,2.19,clear sky,2022-06-13 00:52:49
592,Chitral,PK,35.8462,71.7858,69.94,55,33,2.57,scattered clouds,2022-06-13 00:52:50
593,Koutiala,ML,12.3917,-5.4642,80.28,67,26,10.18,scattered clouds,2022-06-13 00:52:50
594,Hobyo,SO,5.3505,48.5268,78.48,79,100,22.93,overcast clouds,2022-06-13 00:52:50
595,Stornoway,GB,58.2093,-6.3865,50.94,83,100,6.91,overcast clouds,2022-06-13 00:52:51
596,Nova Esperanca,BR,4.438,-61.1151,67.21,96,100,1.81,moderate rain,2022-06-13 00:52:51
597,Bacabal,BR,-4.2917,-44.7917,73.06,95,2,0.27,clear sky,2022-06-13 00:52:51
598,Hounde,BF,11.5,-3.5167,79.2,69,52,7.11,broken clouds,2022-06-13 00:52:51
599,Mosjoen,NO,65.836,13.1908,51.67,83,100,4.9,overcast clouds,2022-06-13 00:50:40
600,Sao Luis De Montes Belos,BR,-16.525,-50.3722,63.52,57,99,6.62,overcast clouds,2022-06-13 00:52:52
601,Neuquen,AR,-38.9516,-68.0591,39.09,75,0,0.0,clear sky,2022-06-13 00:51:48
602,Sioux Lookout,CA,50.1001,-91.917,64.47,59,75,3.44,broken clouds,2022-06-13 00:52:52
603,Colwyn Bay,GB,53.2948,-3.7267,55.81,93,34,10.2,scattered clouds,2022-06-13 00:52:52
604,Biak,ID,-0.9131,122.8766,80.78,74,36,3.87,scattered clouds,2022-06-13 00:52:53
605,Shenjiamen,CN,29.9576,122.298,68.95,96,100,6.46,heavy intensity rain,2022-06-13 00:52:53
606,Deputatskiy,RU,69.3,139.9,61.97,34,0,23.24,clear sky,2022-06-13 00:52:53
607,Liuhe,CN,42.2401,125.7172,68.81,68,100,9.15,overcast clouds,2022-06-13 00:52:54
608,Grand Gaube,MU,-20.0064,57.6608,72.0,84,40,7.0,light rain,2022-06-13 00:52:54
609,Andilamena,MG,-17.0167,48.5833,50.83,97,13,4.7,few clouds,2022-06-13 00:52:54
610,Great Bend,US,38.3645,-98.7648,93.33,59,0,16.11,clear sky,2022-06-13 00:52:55
611,Sao Jose De Ribamar,BR,-2.5619,-44.0542,80.98,83,87,9.48,overcast clouds,2022-06-13 00:52:55
612,Oceanside,US,33.1959,-117.3795,86.02,80,75,10.36,broken clouds,2022-06-13 00:52:13
613,Hailar,CN,49.2,119.7,61.56,79,83,10.6,moderate rain,2022-06-13 00:52:55
614,Varkaus,FI,62.3153,27.873,51.31,90,8,4.83,clear sky,2022-06-13 00:52:56
615,Kaolinovo,BG,43.6167,27.1167,60.31,95,52,11.68,broken clouds,2022-06-13 00:52:56
616,Valleyview,CA,55.0667,-117.2859,66.24,30,100,4.61,overcast clouds,2022-06-13 00:52:56
617,Georgiyevka,KZ,43.0369,74.7114,68.04,68,0,6.71,clear sky,2022-06-13 00:52:57
618,Loandjili,CG,-4.7561,11.8578,75.31,88,75,2.3,broken clouds,2022-06-13 00:52:57
619,Ambilobe,MG,-13.2,49.05,65.37,87,0,3.53,clear sky,2022-06-13 00:52:57
620,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,69.04,99,94,2.71,overcast clouds,2022-06-13 00:52:58
621,Khipro,PK,25.8285,69.3772,83.98,69,0,12.33,clear sky,2022-06-13 00:52:58
622,Huarmey,PE,-10.0681,-78.1522,64.29,82,8,10.94,clear sky,2022-06-13 00:52:58
623,Raudeberg,NO,61.9875,5.1352,49.96,93,100,19.37,light rain,2022-06-13 00:52:58
624,Ormara,PK,25.2088,64.6357,82.22,84,29,7.9,scattered clouds,2022-06-13 00:52:59
625,Kailua,US,21.4022,-157.7394,87.78,69,75,13.8,broken clouds,2022-06-13 00:52:59
626,Rosetta,EG,31.4044,30.4164,72.39,77,0,10.83,clear sky,2022-06-13 00:52:59
627,Yangambi,CD,0.8102,24.4336,68.22,93,84,2.08,broken clouds,2022-06-13 00:53:00
628,Fort Nelson,CA,58.8053,-122.7002,65.79,24,40,5.75,scattered clouds,2022-06-13 00:53:00
629,Gryazovets,RU,58.88,40.2525,47.46,80,11,5.77,few clouds,2022-06-13 00:53:00
630,Tautira,PF,-17.7333,-149.15,78.4,68,19,18.21,few clouds,2022-06-13 00:53:00
631,Ketou,BJ,7.3633,2.5998,73.15,98,100,3.71,overcast clouds,2022-06-13 00:53:01
632,Mirnyy,RU,62.5353,113.9611,60.24,58,76,4.0,broken clouds,2022-06-13 00:53:01
633,Richards Bay,ZA,-28.783,32.0377,58.71,64,5,9.71,clear sky,2022-06-13 00:53:01
634,Husavik,IS,66.0449,-17.3389,42.84,93,100,5.53,overcast clouds,2022-06-13 00:50:31
635,Manokwari,ID,-0.8667,134.0833,84.18,66,66,12.82,broken clouds,2022-06-13 00:53:02
636,Wapi Pathum,TH,15.8452,103.3768,89.06,65,99,7.78,overcast clouds,2022-06-13 00:53:02
637,Luancheng,CN,37.8792,114.6517,71.76,39,10,8.59,clear sky,2022-06-13 00:53:02
638,Jingdezhen,CN,29.2947,117.2079,69.62,96,100,1.28,overcast clouds,2022-06-13 00:53:03
639,Monticello,US,45.3055,-93.7941,79.14,67,0,11.5,clear sky,2022-06-13 00:53:03
640,La Sarre,CA,48.8002,-79.1996,48.9,97,84,6.62,light rain,2022-06-13 00:49:00
641,Nioro,GM,13.35,-15.75,79.43,71,100,9.06,overcast clouds,2022-06-13 00:53:03
642,Machala,EC,-3.2667,-79.9667,71.78,90,74,3.89,broken clouds,2022-06-13 00:53:04
643,Conceicao Da Barra,BR,-18.5933,-39.7322,71.49,92,81,1.97,broken clouds,2022-06-13 00:53:04
644,Kodinsk,RU,58.6881,99.1844,71.62,63,7,4.72,clear sky,2022-06-13 00:53:04
645,Krasnoselkup,RU,65.7,82.4667,66.72,63,20,8.72,few clouds,2022-06-13 00:53:05
646,Wajir,KE,1.7471,40.0573,73.67,77,79,12.91,broken clouds,2022-06-13 00:53:05
647,Zapolyarnyy,RU,69.4154,30.8136,45.68,68,36,1.83,scattered clouds,2022-06-13 00:53:05
648,Malanje,AO,-9.5402,16.341,56.84,46,0,2.44,clear sky,2022-06-13 00:53:05
649,Binzhou,CN,37.3667,118.0167,82.76,41,2,8.72,clear sky,2022-06-13 00:53:06
650,Zaykovo,RU,57.5613,62.7568,53.38,98,100,7.16,overcast clouds,2022-06-13 00:53:06
651,Hokitika,NZ,-42.7167,170.9667,52.14,71,79,20.6,broken clouds,2022-06-13 00:53:06
652,Fukue,JP,32.6881,128.8419,68.36,94,75,6.91,light intensity shower rain,2022-06-13 00:53:07
653,The Valley,AI,18.217,-63.0578,82.26,83,0,18.72,clear sky,2022-06-13 00:50:04
654,Okhotsk,RU,59.3833,143.3,43.61,91,100,7.92,light rain,2022-06-13 00:53:07
655,Alibag,IN,18.6411,72.8792,82.47,85,53,10.58,broken clouds,2022-06-13 00:53:07
656,Gladstone,AU,-23.85,151.25,64.78,42,0,9.22,clear sky,2022-06-13 00:53:08
657,Abu Kamal,SY,34.4506,40.9171,77.13,45,0,15.35,clear sky,2022-06-13 00:53:08
658,Kelapa Sawit,MY,1.6698,103.5327,77.11,93,20,4.61,few clouds,2022-06-13 00:53:08
659,Arrecife,ES,28.963,-13.5477,69.78,83,100,9.22,overcast clouds,2022-06-13 00:53:09
660,Buraydah,SA,26.326,43.975,86.45,12,0,7.14,clear sky,2022-06-13 00:53:09
661,Marsa Matruh,EG,31.3525,27.2453,71.8,83,20,5.75,few clouds,2022-06-13 00:53:09
662,Omboue,GA,-1.5746,9.2618,74.61,92,20,5.66,few clouds,2022-06-13 00:53:09
663,Filadelfia,US,39.9523,-75.1638,75.22,88,100,5.75,overcast clouds,2022-06-13 00:51:58
664,Kenitra,MA,34.261,-6.5802,72.36,85,45,7.38,scattered clouds,2022-06-13 00:53:10
665,Poso,ID,-1.3959,120.7524,83.61,67,98,1.32,overcast clouds,2022-06-13 00:53:10
666,Nicoya,CR,10.1483,-85.452,74.1,95,100,6.67,light rain,2022-06-13 00:53:10
667,Alma,CA,48.5501,-71.6491,62.1,94,100,6.91,light rain,2022-06-13 00:48:23
668,Beirut,LB,33.8889,35.4944,74.14,78,75,11.5,broken clouds,2022-06-13 00:52:15
669,Kirakira,SB,-10.4544,161.9205,84.54,71,33,9.01,scattered clouds,2022-06-13 00:53:11
670,Naron,ES,43.5167,-8.1528,65.68,85,99,16.62,overcast clouds,2022-06-13 00:53:11
671,San-Pedro,CI,4.7485,-6.6363,77.34,79,100,7.4,overcast clouds,2022-06-13 00:53:11
672,Stephenville,US,32.2207,-98.2023,102.33,19,0,8.05,clear sky,2022-06-13 00:50:57
673,Saint-Joseph,RE,-21.3667,55.6167,68.38,85,53,15.43,light rain,2022-06-13 00:53:12
674,Coos Bay,US,43.3665,-124.2179,57.15,88,100,13.8,overcast clouds,2022-06-13 00:53:08
675,Ngara,TZ,-2.5122,30.6558,55.0,81,99,1.83,overcast clouds,2022-06-13 00:53:12
676,Tambovka,RU,50.0969,128.0489,68.34,66,100,5.26,overcast clouds,2022-06-13 00:53:12
677,Cotonou,BJ,6.3654,2.4183,80.58,78,20,4.61,few clouds,2022-06-13 00:53:13
678,Pallasovka,RU,50.05,46.8833,56.25,65,0,9.51,clear sky,2022-06-13 00:53:13
679,Lisburn,GB,54.5234,-6.0353,53.04,78,20,12.66,few clouds,2022-06-13 00:50:45
680,Petrokamenskoye,RU,57.716,60.6484,51.46,96,100,8.1,overcast clouds,2022-06-13 00:53:13
681,Lusambo,CD,-4.9667,23.45,75.15,53,88,1.72,overcast clouds,2022-06-13 00:53:14
682,Komsomolskoye,RU,55.2567,47.5461,47.44,90,7,3.89,clear sky,2022-06-13 00:53:14
683,Ende,ID,-8.8432,121.6623,80.04,73,100,5.01,overcast clouds,2022-06-13 00:53:14
684,Boyolangu,ID,-8.1181,111.8935,79.07,82,100,0.25,overcast clouds,2022-06-13 00:53:15
685,Aki,JP,33.5,133.9,73.35,66,75,3.06,broken clouds,2022-06-13 00:53:15
686,Salinas,US,36.6777,-121.6555,76.98,78,75,11.5,broken clouds,2022-06-13 00:53:15
687,Nabire,ID,-3.3667,135.4833,81.45,81,57,3.96,broken clouds,2022-06-13 00:49:18
688,Juneau,US,58.3019,-134.4197,53.83,95,100,3.69,light rain,2022-06-13 00:53:16
689,Berlevag,NO,70.8578,29.0864,44.4,81,100,26.46,overcast clouds,2022-06-13 00:53:16
690,Kupang,ID,-10.1667,123.5833,81.41,60,11,14.83,few clouds,2022-06-13 00:53:16
691,Sakakah,SA,29.9697,40.2064,87.37,35,0,13.62,clear sky,2022-06-13 00:53:16
692,Noumea,NC,-22.2763,166.4572,76.98,99,100,7.36,overcast clouds,2022-06-13 00:53:17
693,Dingle,PH,10.9995,122.6711,85.15,72,14,4.97,few clouds,2022-06-13 00:53:17
